,Text,language,int_label
263,in the early part of the th century most of the remaining farms in maplewood and south orange were sold and subdivided leading to the present suburban character of the towns the increase in population placed enormous pressure on the schools in  the total district school population was  by  it had risen to  an increase of ,English,1
264,budyonnovsky russian будённовский masculine budyonnovskaya будённовская feminine or budyonnovskoye будённовское neuter is the name of several rural localities in russia,English,1
265,"the small fruits of ilex although often referred to as berries are technically drupes they range in color from red to brown to black and rarely green or yellow the ""bones"" contain up to ten seeds each some species produce fruits parthenogenetically such as the cultivar nellie r stevens the fruits ripen in winter and thus provide winter colour contrast between the bright red of the fruits and the glossy green evergreen leaves hence the cut branches especially of i aquifolium are widely used in christmas decoration the fruits are generally slightly toxic to humans and can cause vomiting and diarrhea when ingested however they are an important food source for birds and other animals which help disperse the seeds unfortunately this can have negative impacts as well along the west coast of north america from california to british columbia english holly ilex aquifolium which is grown commercially is quickly spreading into native forest habitat where it thrives in shade and crowds out native species it has been placed on the washington state noxious weed control boards monitor list and is a class c invasive plant in portland",English,1
266,le nouveau maire est aussi grandement préoccupé par la question de l’hygiène publique montréal à cette époque a une réputation méritée d’insalubrité il entreprend donc de rénover le département d’hygiène il est plus que temps selon lui de rajeunir les mesures sanitaires et prophylactiques de montréal cette année  à montréal allait démontrer la justesse de ces propos une épidémie de variole allait en effet sabattre sur la métropole québécoise,French,0
267,la tendance à la reproduction sociale soppose souvent à la sérendipité dans le recrutement et à laccueil de profils divers nouveaux complémentaires ou atypiques qui pourraient enrichir lentreprise la collectivité ou la personne cherchant un collaborateur ,French,0
268,interrompu entre  et  le championnat reprend pendant l’occupation et cherche sa formule idéale signe des tâtonnements et des incertitudes liés au contexte la saison - comprend  clubs celle de -  et celle de -…   la stabilisation apportée par la fin du conflit permet de repartir sur des bases plus solides la saison - comprend trois phases qualificatives successives avec   puis  clubs qualifiés pour les huitièmes de finale,French,0
269,la saison suivante sera synonyme de plus grand succès couronnée par une formidable aventure en ligue des champions où laurent brille notamment lors du fameux match contre rosenborg bk - où il est à lorigine de  des  buts de la rencontre léquipe de france de football lui tend de nouveau les bras et il en profite pour inscrire son er but sous le maillot tricolore face à la turquie en novembre  le dernier but du siècle,French,0
270,most of the population as of  speaks french  or  as their first language portuguese is the second most common  or  and german is the third  or  there are  people who speak italian,English,1
271,sigeberht ii surnommé « le bon » bonus ou « le béni » sanctus est roi dessex dans la seconde moitié du viie siècle v  –  x  ? il nest quasiment connu que grâce à lhistoire ecclésiastique du peuple anglais de bède le vénérable livre iii chapitre ,French,0
272,wright took up a coaching role at guildford city following his retirement in  before holding similar positions at walsall and luton town he was named as head coach at everton in  and later coached the india youth team between  and  in preparation for the  afc youth championship in  he inherited syed abdul rahims india national team where wright led the side to the runners-up spot in the  asian cup which remains the most notable triumph in professional football for india,English,1
273,the duke pursues the group onto the bridge setting off mines as he tries to catch up with brain navigating through the minefield snake manages to avoid most of the explosives but the cab hits a mine and is blown in half killing cabbie as the group flees on foot brain is killed when he steps on another mine maggie refuses to leave him and stands in the middle of the road shooting at the dukes car until he runs her down killing her snake and the president reach the perimeter wall and the guards raise the president on a rope the duke opens fire on the wall killing the guards and forcing snake to dive for cover but the president shoots the duke dead snake is lifted to safety and the micro-explosives in his neck are neutralized,English,1
274,chaque été la chapelle-dabondance organise des concerts dété dans léglise le festival fraxiis musica propose des concerts et soirées musicales autour des musiques des alpes,French,0
275,gardênia azul est un quartier de classe populaire avec un idh de  en  se classant ainsi e au classement des quartiers les plus développés de rio ses quartiers voisins sont jacarepaguá anil freguesia et cidade de deus,French,0
276,the chain started out as an on-campus newspaper for california state university chico called the wildcat but after a dispute with the administration the newspaper moved off campus to become an independent publication,English,1
277,jean-yves mollier  conférence aux rencontres internationales jules verne  à amiens - pierre-jules hetzel éditeur emblématique du xixème siècle - centre international jules verne,French,0
278,"from  to  johnson openly sympathized with the extreme populist movements of huey long governor of louisiana and father charles coughlin as a correspondent for coughlins newspaper social justice he made several trips to germany sympathetically covering the huge nazi rally at nuremberg and the german invasion of poland in  the american correspondent william shirer who also covered the german invasion of poland noted his enthusiasm for the germans and called him ""the american fascist"" however there is no other evidence that he was a fascist or member of the nazi party he actively helped refugees from germany including walter gropius and ludwig mies van der rohe to emigrate and become established in the united states he later described his activities in germany as ""stupid"" he was embarrassed many years after the war when hitlers architect albert speer who admired johnsons work sent a copy of his own book as a gift to johnson the fbi investigated him for his past contacts with the german government but he was not found to be a threat and he served honorably in the military regarding this period in his life he later said ""i have no excuse for such unbelievable stupidity i dont know how you expiate guilt"" in  donated his design for a building of worship to what",English,1
279,lactivité de laéroport sil apporte une richesse incontestable à la commune et à la région en termes de vitalité économique demplois et de revenus fiscaux présente également des inconvénients outre les nuisances acoustiques et les risques de crash limportante pollution atmosphérique entraînée est de plus en plus mise en cause par les associations de défense des riverains ainsi selon une étude de lorganisme officiel airparif laéroport pollue autant que le boulevard périphérique de paris axe routier le plus fréquenté de france paradoxalement malgré sa proximité le village de roissy nest pas le plus exposé aux nuisances acoustiques puisquil est situé entre les axes des pistes ainsi des communes plus éloignées de la plate-forme aéroportuaire comme sarcelles ou surtout gonesse et goussainville se trouvent plus exposées au bruit,French,0
280,shortly after his conversion haddad met shaykh hisham kabbani of tripoli who introduced him to the ways of the naqshbandi spiritual order tariqa in the month of ramadan following his conversion haddad traveled to london where he met kabbanis teacher and father-in-law shaykh muhammad nazim al-haqqani of cyprus and accepted him as his spiritual guide of the naqshbandi spiritual order,English,1
281,"gary richard williams january   – march   was an american professional wrestling manager as well as a professional wrestler in his early career best known by his ring name gary hart hart was one of the pivotal driving forces behind what is considered to be world class championship wrestlings ""golden years"" in the early s",English,1
282,dun village essentiellement agricole roissy-en-france sest transformé en trois décennies depuis la construction de laéroport en une petite commune demployés et douvriers majoritairement salariés de la plate-forme aéroportuaire,French,0
283,henri amand est un des grands joueurs de lépoque avec cinq titres remportés puis larbitre de la finale de  marc giacardy a fait de même avec six titres et une finale arbitrée en  avec eux on peut citer louis dedet marcel laffitte auguste giroux maurice bruneau p do rio branco da silva paranhos et henri martin qui ont tous remporté six fois le championnat de france,French,0
284,lentreprise est fondée par édouard heuer fils de cordonnier en  à saint-imier dans le jura bernois en suisse à l’époque toutes les montres se remontent à l’aide d’une clé en  deux ans après avoir transféré son atelier à bienne edouard heuer transforme le cours de l’histoire de l’horlogerie grâce à sa première invention brevetée  un remontoir à couronne autonome sans clé cette nouvelle génération de montres rencontre un énorme succès à l’exposition universelle de vienne et elles font bientôt partie des plus convoitées au monde lorsque les puissants fabricants américains s’attaquent en force au marché européen edouard heuer réagit en introduisant des innovations à tous les niveaux de la conception de la technologie et de la fabrication,French,0
285,industriel dans le textile il est président de la chambre de commerce de valenciennes président de la société dhorticulture et administrateur de la succursale de la banque de france à valenciennes maire de marly conseiller général du nord il est député de la re circonscription de valenciennes de  à  siégeant chez les républicains il est le beau-frère dhector sirot-mallez député du nord,French,0
286,"some critics of inclusive democracy ask what guarantees an inclusive democracy may offer in ensuring a better relationship of society to nature than the alternative systems of the market economy or socialist statism for example david pepper an eco-socialist pointed out ""the required ecological consensus among ecotopias inhabitants might not be ensured merely by establishing an athenian democracy where all are educated and rational"" however id supporters counter-argue that this criticism represents a clear misconception of what democracy is about because",English,1
287,les rivalités au rugby sont souvent saines ainsi le biarritz olympique reçoit-il lautorisation du club landais de lus dax pour jouer un match sur le terrain de son rival lorsque son parc des sports daguiléra est en travaux lors de la saison -de même lors de la saison - laviron bayonnais joue quatre matchs de début de saison sur le terrain daguilera le stade du biarritz olympique pour cause de travaux au stade stade jean-dauger,French,0
288,la deuxième des trois gorges est celle de wu elle est longue de quarante-cinq kilomètres et offre un paysage composé de douze pics qui ont depuis toujours inspiré les voyageurs et les poètes leurs noms évoquent les sentiments quils inspirent puisquon trouve le pic de la déesse le pic du phénix volant le pic du dragon grimpeur ou encore le pic des grues assemblées les versants de la gorge sont parfois si abrupts quils donnent limpression que le soleil ne pénètre que rarement jusquau fleuve après le rocher du cercueil de fer le voyageur découvre les rapides de lint lors de la descente desquels des tourbillons puissants et des piliers calcaires rendent toute navigation périlleuse,French,0
289,idaira fernández rodríguez san cristóbal de la laguna tenerife  mars  connue sous le nom de idaira est une chanteuse espagnole qui a notamment participé à la quatrième édition de lémission télévisée operación triunfo ,French,0
290,"marie watt was born in  in seattle washington she majored in art and communications at willamette university in salem oregon she also explored museum studies at the institute of american indian arts in santa fe she holds an afa degree from the institute of american indian arts a bs degree from willamette university and an mfa degree in painting and printmaking from yale university watt is a member of the turtle clan of the seneca nation and her fathers family were wyoming ranchers these two factors in her background have influenced her artwork watt describes herself as ""half cowboy and half indian""",English,1
291,bussy-saint-georges pronounced [bysi sɛ̃ ʒɔʁʒ] is a commune in the eastern suburbs of paris france it is located  km  miles from the center of paris in the seine-et-marne department in the île-de-france region in north-central france,English,1
292,often the tropical species are especially threatened by habitat destruction and overexploitation at least two species of ilex have become extinct recently and many others are barely surviving,English,1
293,"thomas richard ""tom"" hamilton jr born december   in philadelphia pennsylvania is an american songwriter musician and producer best known as the lead vocalist and guitarist for the bands brothers past american babies joe russos almost dead bill kreutzmanns billy  the kids and electron",English,1
294,on donne à la comédie all’improvisa une origine antérieure à celle de la comédie régulière qui n’a commencé en italie qu’au xve siècle par des rappresentazioni la comédie atellane en effet apparue aux premiers siècles de notre ère est souvent donnée comme lancêtre de la commedia dellarte avec limprovisation et le masque et en particulier le masque de maccus qui ressemble trait pour trait à celui de polichinelle au xve siècle elle devient un art savant et dès ce moment elle popularise en les fortifiant des types comiques à la diffusion desquels la renaissance servira puissamment les « ingannati » sont une comédie italienne écrite de façon anonyme probablement par un groupe de théâtre universitaire et elle devint la source de nombreux canevas qui circulèrent dans toute leurope,French,0
295,marisa lavanchy née le  janvier  est une athlète suisse spécialiste du sprint championne suisse du  m elle détient également le record suisse du  ×  m,French,0
296,cycolor is a tradename for a possibly obsolete color printing process that uses a special film coated with millions of capsules filled with cyan magenta and yellow dyes monomer and photo-initiators when exposed to red green andor blue light the contents of the respective capsules polymerize and therefore become hard and unbreakable the film is then pressed against specially treated paper and the capsules that have not hardened in the previous process break releasing their contents onto the paper,English,1
297,victime dentartages multiples à namur le  mai   cette fois bernard-henri levy a été attaqué dans une église une vingtaine de personnes lui ont lancé des tartes malgré la présence de ses deux gardes du corps bhl criant « non y en a marre  » na pas pu y échapper noël godin a dédié son geste au dessinateur siné limogé de charlie hebdo et contre lequel bhl a témoigné,French,0
298,le dossier des « réunionnais de la creuse » est médiatisé tardivement plus de cinq ans après la mort de michel debré lorsque jean-jacques martial un réunionnais transféré à lâge de sept ans en  maltraité et abusé sexuellement par sa famille daccueil dépose plainte en  pour « enlèvement et séquestration de mineur rafle et déportation »,French,0
299,l’internationalisation croissante du rugby dans les années  affecte le déroulement du championnat notamment la création en  de la coupe du monde de rugby à xv qui se déroule tous les quatre ans les clubs qui possèdent des joueurs internationaux en activité doivent en effet les mettre à disposition de léquipe de france pendant le déroulement de la compétition soit pendant plus de cinq semaines la programmation des matchs est aménagée mais les clubs qui possèdent le plus grand nombre de joueurs internationaux sont tout de même pénalisés par rapport aux autres clubs indisponibilités dues à la fatigue aux blessures au repos obligatoire etc,French,0
300,showdown in crescent valley  cover story about the -year battle of two western shoshone grandmothers trying to live and raise cattle on their ancestral lands,English,1
301,son arrière-petit-fils claude de mesmes compte davaux - était le membre le plus illustre de la famille conseiller détat ambassadeur à venise au danemark en suède et en pologne il était lun des négociateurs du traité de westphalie en  jean-antoine de mesmes - fit édifier un nouveau château à partir de  on a longtemps pensé que ce château était lœuvre de larchitecte suédois nicodème tessin en  en voyage détude en europe il sera reçu par louis xiv et simagina quil pourrait avoir lhonneur de terminer le louvre mais le roi fixé à versailles avait déjà choisi son architecte pour ses nouveaux projets en la personne de jules hardouin-mansart fasciné par le château de versailles il fera accepter les nouveaux plans du château de steninge en suède à la suite de fouilles préventives effectuées sur place entre  et  accompagnées de nouvelles recherches aux archives nationales et des relevés de larchitecte le rouge  bibliothèque de larsenal on a découvert que le projet de tessin na jamais été réalisé en revanche le château a été attribué à un autre architecte célèbre de lépoque  germain boffrand neveu et élève de hardouin-mansart il est larchitecte du château de lunéville en  un jardin sans eau et un grand parc étaient signalés par,French,0
302,his fourth team at murray state won more games than any in school history reaching the second round of the ncaa tournament the th-seeded racers beat fourth-seed vanderbilt university - in the first round in the west regional at san jose california before falling - to fifth-seeded butler university in the second round equaling the deepest run in the ncaa tournament in school history during the season the racers won a school record  games in a row before losing - at morehead state university on february   the racers finished the season with a - record including a - conference mark and avenged their lone league loss with a - win over morehead state in the ovc tournament championship game,English,1
303,the city has benefited from one of the most significant growths in france the population has multiplied by  in  years between  and ,English,1
304,henri de navarre avant de devenir henri iv avait consenti à des comédiens italiens dirigés par zan ganassa it de son vrai nom alberto naseli le premier contrat de subventions connu en france et en navarre ce zan ganassa interpréta un des premiers arlequins mais un arlequin plutôt lourdaud faisant rire de ses bêtises pourtant arlequin dérive de hellequin hell lenfer suivi de quin diminutif courant dans le nord de la france cest donc un petit diable de carnaval dont lexistence est attestée dans des textes du xve siècle par une étrange magie est devenu lun des plus célèbres zanni la commedia dellarte ne cesse de se situer dans une démarche théâtrale interculturelle,French,0
305,il est vraisemblable que normanvillars ait disparu à la même époque que saint-andré dessert dans la seconde moitié du xve siècle victime de linsécurité qui régnait alors dans les campagnes au milieu du xviiie siècle des mennonites réputés pour être des cultivateurs expérimentés reprennent possession des lieux et forment une localité dépendant de la seigneurie de florimont actuellement le hameau se résume à quelques fermes disséminées dans une vaste clairière au milieu de laquelle se trouve une chapelle dite chapelle des mennonites et un cimetière,French,0
306,la circonscription de hirna est une des  circonscriptions législatives de létat fédéré oromia elle se situe dans la zone ouest hararghe son représentant actuel est awole mohammed adem,French,0
307,"at the may  io developers conference in san francisco page delivered a keynote address and said that ""were at maybe  of what is possible despite the faster change were still moving slow relative to the opportunities we have i think a lot of that is because of the negativity every story i read is google vs someone else thats boring we should be focusing on building the things that dont exist"" and that he was ""sad the web isnt advancing as fast as it should be"" citing a perceived focus on negativity and zero sum games among some in the technology sector as a cause for that in response to an audience question page noted an issue that google had been experiencing with microsoft whereby the latter made its outlook program interoperable with google but did not allow for backward compatibility—he referred to microsofts practice as ""milking off"" during the question-and-answer section of his keynote page expressed interest in burning man which brin had previously praised—it was a motivating factor for the latter during schmidts hiring process as brin liked that schmidt had attended the week-long annual event",English,1
308,après avoir soutenu la création de plusieurs institutions religieuses il donne en  des directives au clergé du diocèse à laide de son ordonnance de mgr de lesquen évêque de rennes pour régler la discipline de son diocèse imprimé à rennes cet imprimé de  pages incite particulièrement les recteurs à recenser lhistoire de léglise et tout ce qui est susceptible daméliorer la qualité de leur service il publie également un catéchisme à lusage du diocèse en ,French,0
309,on  january and  may  riscos ltd was listed in the london gazette on  may  it was struck from the register of companies and dissolved,English,1
310,le climat de roissy est typique de celui de lîle-de-france caractérisé par une certaine modération il se différencie du climat de paris intra-muros par un écart de température de quelques degrés particulièrement notable au levé du jour qui a tendance à saccentuer au fil des années cet écart de ° en moyenne mais qui peut atteindre ° par nuit claire et vent faible sexplique par la densité urbaine qui augmente la température au cœur de la capitale la température moyenne annuelle est de  °c le mois le plus le froid étant janvier avec  °c  les mois les plus chauds sont juillet et août avec  °c moyenne journalière,French,0
311,le championnat - voit le stade toulousain remporter un nouveau titre en battant le club de montpellier surprise de la saison qui parvient pour la première fois de sa jeune histoire à se hisser en finale il récidive lors du championnat - en battant le rc toulon lors dun remake de la finale du championnat - sur le même score - il sagit pour le stade toulousain de son e titre,French,0
312,"according to one account hearst and the harrises now the only survivors of the sla unit that abducted her bought a car blocks away while the siege was going on but it broke down when they stopped in an african american area leaving them with a total of $ they walked a few hundred yards from the car and hid in a crawlspace under a residential building when a late night party started in the room above hearst readied her weapon saying ""the pigs"" were closing in on them in whispers the harrises begged her to calm down they spent the next two weeks in san francisco flophouses disguised as derelicts",English,1
313,la seconde guerre mondiale interrompt le championnat de  à  après trois saisons de compétitions non officielles la ffr décide le  juin  de rétablir le championnat de france le championnat est disputé par quarante clubs de la zone occupée et cinquante-cinq clubs de la zone libre après linvasion de la zone libre par les allemands en novembre  la fédération changea les appellations en « zone nord » et « zone sud » la finale est disputée entre bayonne et agen qui ont remporté respectivement les compétitions des zones nord et sud,French,0
314,leytron is home to the bibliothèque communale library the library has as of   books or other media and loaned out  items in the same year it was open a total of  days with average of  hours per week during that year,English,1
315,in court hearst made a poor impression and appeared lethargic according to an associated press report this was attributable to drugs she was given by prison doctors bailey was heavily criticized for his decision to put hearst on the stand then having her decline to answer questions in the presence of the jury according to alan dershowitz bailey was wrong-footed by the judge appearing to indicate she would have fifth amendment privilege the jury would not be present or be instructed not to draw inferences on matters subsequent to the hibernian bank charges that she was being tried on but then changing his mind,English,1
316,the cultural association friends of skyritida opened a folklore museum in kollines in  located in the high school the museum displays tools clothes photographs and other print material to show how the older generations lived in the area,English,1
317,"stuhler barbara ""organizing for the vote leaders of minnesotas woman suffrage movement"" minnesota history  no  fall -",English,1
318,on august   mgm home entertainment released escape from new york as a bare-bones blu-ray scream factory in association with shout factory released the film on a special edition blu-ray on april  ,English,1
319,this is reggae music the golden era - is a reggae retrospective anthology issued as a -cd box set in  by trojan records the anthology which was compiled by colin escott and bas hartong is arranged in chronological order and features tracks by various artists starting with mento and ska from first half of the s then progressing to the slower rhythms of rocksteady and reggae which emerged later the decade continuing into the s several of the acts featured are derrick morgan desmond decker the aces toots  the maytals jimmy cliff and bob marley and the wailers,English,1
320,inclusive democracy as a political project for a new libertarian synthesis  rationale proposed social structure and transition talk at the cnt centenary conference on self-management barcelona april  ,English,1
321,la commune qui sétend sur environ  hectares est située sur le plateau qui sépare les deux fleuves côtiers parallèles que sont la canche de lauthie,French,0
322,"she was now recognised as a prominent young poet and the polish national radio offered her a job to create and lead a team to broadcast the radio song studio she also worked on theatre and television productions together with composer adam sławiński she wrote a series called „listy śpiewające“ ""singing letters“ her first major theatre show „niech no tylko zakwitną jabłonie“ ""let the apple-trees bloom"" was staged at the ateneum theatre",English,1
323,at about the same time as the att building johnson and burgee completed other remarkable postmodern skyscrapers the bank of america center formerly republic bank center in houston  and the ppg place the headquarters of the pittsburgh plate glass company – both buildings combined modern materials construction and scale with suggestions of traditional architecture the forms of ppg place suggested the neogothic tower of the houses of parliament in london while the bank of america center appeared inspired on a colossal scale the stepped houses of flemish renaissance architecture,English,1
324,"in  shealy worked on the campaign of state senator catherine ceips tom davis the former chief of staff to mark sanford was expected to announce that he would be running against ceips davis house was being painted at the time ceips chief of staff randy bates arrived at the house and spoke with josias mirales ayala who claimed to be an illegal immigrant hired to paint davis house shealy subsequently submitted a photograph of ayala to associated press reporter jim davenport and explained that he was an illegal alien davis condemned the action saying ""i call on ms ceips to fire rod shealy and randy bates the two operatives who carried out this dirty trick""",English,1
325,le championnat se déroule en deux phases  une phase dite de qualification qui est disputée par toutes les équipes et une phase finale regroupant les six meilleurs clubs les quatre meilleurs jusquà la saison - de la phase de qualification qui se joue par élimination directe les deux derniers de cette phase qualificative sont relégués en pro d et remplacés par léquipe classée première de pro d à lissue de la saison régulière et par le vainqueur des barrages de pro d,French,0
326,le premier véritable club de rugby français est le english taylors rfc fondé par des hommes daffaires anglais à paris en  suivi par le paris football club lannée suivante ce dernier a une durée de vie éphémère sa scission entraîne la formation du racing club de france en  du stade français en  ou  et de lolympique en  entièrement ou en partie par des français,French,0
327,abandonné la saison suivante le système est rétabli lors de la saison - avec  clubs  dans chaque groupe et qualifiait  clubs du groupe a et  du groupe b la formule fut maintenue peu ou prou jusqu’en -,French,0
328,si le mouvement de la vanne nest pas manuel par un volant ou un levier ajustable il est possible dy adjoindre un servomoteur actionneur le servomoteur met en mouvement la tige de lopercule de la vanne avec deux fonctions ,French,0
329,aucun club na été champion cinq fois de suite le record est de quatre titres consécutifs par le sbuc de  à  et le stade toulousain de  à ,French,0
330,le terme synonyme de vanne est robinet il est parfois utilisé pour des modèles de petites dimensions couramment montés sur des canalisations domestiques,French,0
331,les matchs se déroulent sur le terrain du premier club cité en cas de match nul les deux équipes sont départagées au nombre de coups de pied de coin obtenus puis par tirage au sort à la pièce jetée,French,0
332,il devient garde des sceaux ministre de la justice en  dans le gouvernement charles de gaulle iii il y joue un rôle important dans la rédaction de la constitution de la cinquième république celle-ci ayant été largement adoptée par référendum et les gaullistes ayant remporté les élections législatives il inaugure la nouvelle fonction de premier ministre le  janvier  il forme alors un nouveau gouvernement composé de  membres majoritairement issus de lunr,French,0
333,la compétition suivant un calendrier sur deux années contrairement à celui des championnats russes qui sinscrit sur une seule année celle-ci se trouve de fait à cheval entre deux saisons de championnat  ainsi pour certaines équipes promues ou reléguées durant la saison  la division indiquée peut varier dun tour à lautre,French,0
334,glaser has written for the london review of books new statesman and times higher education she has blogged for the huffington post and is a contributor to the guardian where she has written articles on contemporary propaganda fake authenticity astroturf politics cyber-utopianism and the ideology of natural childbirth glaser is a regular contributor to producer of and sometime presenter for bbc radio  and radio ,English,1
335,columbia high school is a four-year comprehensive regional public high school in maplewood new jersey which serves students in ninth through twelfth grades as the lone secondary school of the south orange-maplewood school district which includes maplewood and south orange neighboring communities in essex county new jersey united states the school has been accredited by the middle states association of colleges and schools commissions on elementary secondary schools since ,English,1
336,following the album’s release in january  the live band embarked on a us tour with the southern california reggae band fortunate youth johnny cosmic a multi-instrumentalist made his debut appearance as a member of the stick figure live band on this tour playing keyboards singing backup vocals and playing guitar,English,1
337,sensuivra le rassemblement de tout ce qui reste disraël parmi les nations portées par les rois de ces nations jusquà jérusalem où le messie fils de david et elie ressusciteront le messie fils de joseph dont le corps avait été amené par les anges dans les portes de jérusalem,French,0
338,léquivalent anglo-saxon de vanne est le mot valve dont le sens est plus général puisquil recouvre les traductions de valve vanne et de soupape en français,French,0
339,breaking away  news  review led  weeklies in a national effort to cover the issue of priests who leave the catholic church because they can no longer live with the celibacy requirements,English,1
340,beaugrand part pour le mexique vers le début d’octobre  où il rejoint les forces militaires françaises placées sous le commandement du général bazaine qui soutiennent lempereur maximilien pour le francophile quil est joindre ce corps darmée cest se battre pour la france la france éternelle à mexico il sera accepté dans l’armée française comme simple soldat toutefois il montera rapidement en grade et sera dès l’année suivante promu maréchal des logis dans la e compagnie montée de la contre-guérilla une unité réputée pour ses méthodes particulièrement brutales on sait peu de choses des combats auxquels il a pris part dans le pays après que napoléon iii eut décidé de se désengager il revient en france avec les détachements français envoyés au mexique et débarque à toulon en février ou mars  cest la première fois quil visite la mère patrie,French,0
341,wright made one appearance for an england xi side that played an anglo-scots team in the king george v jubilee trust fund friendly held at highbury on  may  a crowd of  witness the – defeat for the england side with manchester uniteds george mutch scoring the only goal of the game,English,1
342,louis jolyon west was appointed by the court in his capacity as a brainwashing expert and worked without fee after the trial he wrote a newspaper article asking president carter to release her from prison,English,1
343,the relay teams consist of four biathletes legs  and  are done by the women legs  and  by the men the womens legs are  km and mens legs are  km every athletes leg is skied over three laps with two shooting rounds one prone one standing for every round of five targets there are eight bullets available though the last three can only be single-loaded manually one at a time from spare round holders or bullets deposited by the competitor into trays or onto the mat at the firing line if after eight bullets there are still misses one  m penalty loop must be taken for each missed target remaining the first-leg participants all start at the same time and as in cross-country skiing relays every athlete of a team must touch the teams next-leg participant to perform a valid changeover on the first shooting stage of the first leg the participant must shoot in the lane corresponding to their bib number bib  shoots at lane  regardless of their position in the race then for the remainder of the relay the athletes shoot at the lane in the position they arrived arrive at the range in th place shoot at lane five,English,1
344,"johnson continued to add to the glass house estate during each period of his career he added a small pavilion with columns by the lake in  an art gallery set into a hillside in  a postmodern sculpture gallery with a glass roof in  a castle-like library with a rounded tower in  a concrete block tower dedicated to his friend lincoln kirstein the founder of the new york city ballet a chain-link ""ghost house"" dedicated to frank gehry",English,1
345,on  august  carvajal started in the uefa super cup clash against sevilla in trondheim and scored the final – in the th minute after an individual effort during the league season in spite of several physical ailments he still contributed with  games to help the team be crowned champions after nearly one month on the sidelines he returned to action just in time to start at the champions league final on  june which they won for the third time in four years,English,1
346,on  october  katsikas signed a four years contract with paok after he was released from iraklis on  january  he made his debut for the club in - home win against levadiakos he scored his first goal for paok against rapid wien in august  while his first league goal came into the local derby between paok and aris in a - win for paok on april   george katsikas along with fanis tzandaris have solved their contracts with paok receiving his payment till the end of the season,English,1
347,after retiring from cricket in  sohail became chief selector for the national team his tenure ending in january  when he was replaced by former national team wicketkeeper wasim bari he continues to work as a cricket broadcaster on -feb- he was again appointed as chief selector of the national team for the second time,English,1
348,valdivel jayalakshmi born  august  is an indian sprinter she competed in the womens  ×  metres relay at the  summer olympics,English,1
349,les finales de  et  sont arbitrées par allan henry muhr qui est alors joueur international ancien champion de france en  et  et futur patron des sélectionneurs du xv de france de  à  il sera aussi sélectionneur de léquipe de france de coupe davis en  et ,French,0
350,il organise en  le beau gros tintamarre burlesque une bataille de fusils à eau sur les plaines dabraham à québec marto insiste pour dire quil sagit de la e édition de lévénement une boutade qui fait référence au e anniversaire de la bataille des plaines dabraham de ,French,0
351,soggin was born on  march  he took his first degrees in law at the sapienza university of rome and in theology at the waldensian theological seminary in rome,English,1
352,riscos ltd was formed to continue end-user-focused development of risc os after the de-listing of acorn computers following its purchase by morgan stanley dean witter in order to benefit from the shareholding that acorn held in arm ltd in march  riscos ltd obtained exclusive rights to develop and sell risc os  for the desktop market from element  a few weeks later pace purchased acorns cambridge headquarters and staff for £ and then continued to develop its own in-house version of risc os primarily for set-top boxes and other embedded devices,English,1
353,à lété  il sentraîne avec la réserve du paris saint-germain après avoir résilié son contrat avec larissa pour salaire non payé il a même proposé ses services gratuitement à antoine kombouaré et ne réclame une prime que si le club termine dans les quatre premiers du championnat mais loffre na pas emballé lentraineur qui privilégie dautres options pour le mercato,French,0
354,reproduction lightning rifles are still manufactured today by companies such as uberti taurus and pedersoli for hunting historical reenactment and competition purposes such as cowboy action shooting in calibers such as  special magnum - and  colt of these calibers only the - was offered in the lightning when it was originally produced by colt,English,1
355,in  the news  review led a nationwide project letters to the future asking authors artists scientists and other to write to future generations predicting the success or failure of the  un climate talks in paris hundreds of letters were collected and presented to diplomats present in paris including letters penned by michael pollan jane smiley stephen robinson aisha kahlil t c boyle kim stanley robinson annie leonard roxana barry robinson jack miles pam houston geraldine brooks writer rebecca goldstein lois wolk harry reid brent bourgeois and others,English,1
356,on october   it was announced that kennedy had been diagnosed with early-stage parkinsons disease and would be leaving the team to undergo treatment kennedy said he planned to return following treatment and temporarily put associate coach glynn cyprien in charge of the team,English,1
357,le championnat - qui se déroula pendant le passage au professionnalisme se signale par une réduction du nombre de clubs qui passe à vingt groupés en deux poules de dix les quatre premières équipes de chaque poule sont qualifiées pour les huitièmes de finale huit autres équipes sont qualifiées lors de matchs de barrage avec des équipes du groupe inférieur a cette formule est conservée deux ans,French,0
358,in the origins the village of bussy appeared in  under the roman name of villa buxido in  the territory formed a large parish under the protection of saint-georges nevertheless the full name of bussy-saint-georges only appeared in the th century the name of bussy comes from buscus because of the citys native environment initially composed of woods and lots of groves in the middle ages bussy-saint-martin et bussy-saint-georges was unified under a unique landlord authority the lords of bussy here is the list of the successive lords of bussy,English,1
359,teresa wright - class of  academy award-winning actress whose films include mrs miniver shadow of a doubt and the pride of the yankees,English,1
360,au xixe siècle il y avait une église gréco-catholique pour les ukrainiens une chapelle catholique romaine pour les polonais et une église orthodoxe grecque pour les roumains des colons allemands se sont installés à partir de  la communauté allemande arrivée à partir de  à   protestante a eu une église évangélique à partir de ,French,0
361,"the harrell formation was first described by charles butts in  hasson and dennison  state ""the harrell shale consists of very dark gray thinly laminated platy- to sheety-weathering shale underlain in certain areas by the grayish black shale of the burket member""",English,1
